S1_NPTXR_1	S1_NPTXR_2	S1_NPTXR_3	S1_NPTXR_4	S1_NPTXR_5	S1_Scramble_1	S1_Scramble_2	S1_Scramble_3	S1_Scramble_4	S1_Scramble_5	S2_NPTX2_1	S2_NPTX2_2	S2_NPTX2_3	S2_NPTX2_4	S2_NPTX2_5	S2_NPTXR_1	S2_NPTXR_2	S2_NPTXR_3	S2_Scramble_1	S2_Scramble_2	S2_Scramble_3
sp|P54646|AAPK2_HUMAN	-0.0594388941906682	-0.33608307724702	-0.128904658504128	0.162980172765047	0.18650365770942	0.0802409996821025	0.181604183545993	-0.031317940709355	-0.0587428798453412	0.00315843679393775	-0.180049378581929	0.084046747639835	0.146821347078829	0.241993193941227	-0.142245494680128	-0.144941375153021	-0.00265681566042922	-0.224783989619907	0.109116442075394	0.0974833021703456	0.0152160207897762
sp|P54652|HSP72_HUMAN	0.000401846084561025	-0.261707669071926	-0.11781382709475	0.216388487918346	0.196139012896813	0.106052433022356	0.213680810451252	-0.113563806785017	-0.115804895774027	-0.123772391647622	-0.257404699948355	0.0288737599484053	0.0803073752287064	0.169764091887536	-0.242230120410669	0.0415488098581675	0.154611295984097	-0.128587619715218	0.141914940455038	0.0349089578064262	-0.0237067910941426
sp|P54709|AT1B3_HUMAN	0.00167126776804514	-0.280926065682982	-0.110602970383364	0.194448478384787	0.174718496960929	0.117022922894988	0.192590264230313	-0.105159836232419	-0.095710507734235	-0.0880520502060741	-0.360622679653092	0.0808598948922525	0.100260949974454	0.184445722925573	-0.212763147426831	0.0254682562044536	0.177491716851117	-0.0822198607524707	0.0423325045535562	0.0710385601130444	-0.0262919176820638
sp|P54710|ATNG_HUMAN	0.0996626206159942	0.0425332294294711	-0.195046398016995	-0.0853218308234389	-0.0309271334263985	-0.342881275430052	0.0765569935742302	0.172465605216685	0.04258830611799	0.220369882742504	-0.21895182368193	0.0392491124024357	-0.00134613427359028	0.380652910687149	-0.0258471496184249	-0.250475368672043	0.144255064545325	-0.157698359406206	0.102897421773979	-0.0225177036170784	0.00978202986037898
sp|P54725|RD23A_HUMAN	-0.0533542284890236	-0.16207720710723	-0.171164913808438	0.22086233564801	0.251665978443482	0.0250587936227727	0.144923237953392	-0.0707659573480695	-0.0263845494708701	-0.158763489444038	-0.259729178239839	-0.0721232753874885	0.0727053267690595	0.092929479422779	-0.236412371620129	0.00682880396034825	0.316027454702549	-0.123152691069539	0.204158365674827	-0.0180438606086029	0.0168119463960295
sp|P54727|RD23B_HUMAN	-0.101680705761087	-0.477676623811866	-0.152265172571929	0.195545491884797	0.210816842133098	0.14818242222478	0.256971970552948	-0.0482583795436074	-0.0338673032115519	0.00223145810440326	-0.255176712175031	0.126636052508691	0.141509208365839	0.272583193993552	-0.146947041460327	-0.222908946883719	-0.0569590026619249	-0.288956606582115	0.189086151804135	0.180019818941565	0.0611138841493263
sp|P54750|PDE1A_HUMAN	0.0217793273005423	-0.296608348163855	0.104115755105101	0.254625870380636	0.32023708428325	-0.0969592438791622	0.084075128535596	-0.0271316294107477	-0.346843251279761	-0.0172906928716111	-0.0707356364378315	0.158715132317482	0.170987545384233	0.324745068442085	-0.0718895134078863	-0.117458159082423	-0.115427595030752	-0.256449282999549	0.0398532039920516	-0.0416039364904182	-0.0207368266869951
sp|P54764|EPHA4_HUMAN	0.0426208004094315	-0.31663790672025	0.0563918401743595	0.334678602514151	0.338692825509112	0.0678932066531433	0.0812516471906201	-0.215492471565094	-0.243009067305007	-0.146389476860479	-0.110154624289763	0.135806909995079	0.0867638713741245	0.219783997442328	-0.293632854969401	0.0536386165074639	0.0189067947549887	-0.165740386271051	0.0618734717968208	0.0330512847493512	-0.0402970810899468
sp|P54802|ANAG_HUMAN	0.0130499874728668	-0.318392300718988	-0.0826867778100677	0.222887396748081	0.175568098827001	0.0844959673583785	0.172497068433946	-0.0543224496469188	-0.178331705199808	-0.034765285464503	-0.0172027371378932	0.0976281824913763	0.084347588471207	0.224086513250105	-0.209260626578485	-0.00340083594721547	0.100375460008289	-0.215619649481279	0.0685451878473768	0.0167829756908593	-0.146282058614349
sp|P54803|GALC_HUMAN	-0.0733679454391808	-0.447883351005211	-0.0941461302341718	0.169819068530761	0.188172257814509	0.112376741249309	0.227999099962262	-0.0210068195465453	-0.108557744921644	0.0465948235899002	0.132997359910513	0.173449289337699	0.15487506329521	0.162092570225478	-0.125922124258999	-0.122991415392667	-0.0128091407352536	-0.292634512282163	0.0152935632404498	0.0834402629326002	-0.167790916272875
sp|P54819|KAD2_HUMAN	-0.108247390824042	-0.379147202309057	-0.171101327822056	0.211267765806649	0.149649787823329	0.220079433023171	0.181876822885086	0.0434785849330369	-0.12368419849124	-0.0241722750248929	-0.156079741990013	0.0544361042709294	0.161003174857606	0.168609251855267	-0.169080758817181	-0.127019872017382	0.0965020660625233	-0.253407730861675	0.132936157983737	0.0580481586762797	0.0340531899799006
sp|P54840|GYS2_HUMAN	-0.267237126004897	-0.247394551083068	-0.294368994149638	0.09913592826195	0.0646438147797431	0.244864150118911	0.222722897109268	0.0317862678204026	0.060326577063277	0.0855210360840423	-0.099783389281733	0.187583740847064	0.147224016259645	0.221692778704145	-0.128987733229231	-0.21608152649063	-0.0548521499042113	-0.341085736211411	0.154977445957814	0.197126224222305	-0.0678136708737638
sp|P54851|EMP2_HUMAN	-0.00885600231895132	-0.580733364007515	-0.178552455079875	0.286952660238452	0.183306596607567	0.0173635972456432	0.176841149459222	0.000926838880883944	-0.00977584617669627	0.112526825151257	-0.0704514713984792	0.0332858963467789	0.145814592447755	0.136825214951924	-0.228538829211098	0.00165691210977819	0.121296745608842	-0.152469987710305	0.0271178206378659	-0.0351144001900134	0.0205775064069449
sp|P54868|HMCS2_HUMAN	-0.215148956130805	-0.568617910388221	-0.114165117528037	0.13727872507983	0.145251529659607	0.20389967660028	0.271644156983134	-0.0190800556847706	0.0349265026683732	0.1240114487406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P54886|P5CS_HUMAN	-0.00136904446373531	-0.303196927748934	-0.0989506870230105	0.168685421584794	0.200214653735903	0.148727950597608	0.182554631727366	-0.0873524163770712	-0.137598103746701	-0.0717154782862319	-0.0305966562734605	-0.0307814123884301	0.0935800473633016	0.102813516298349	-0.026129882006515	-0.039553149266766	0.0413089097520935	-0.197235443379942	0.0715620829508577	0.098854115795236	-0.0838221288447328
sp|P54920|SNAA_HUMAN	-0.0579671830561981	-0.332680242672283	-0.124835026813364	0.193587542444757	0.164516629998251	0.125709095416012	0.200438051856	-0.0370489996026145	-0.0996017844998191	-0.0321180830707534	-0.129571492235928	0.0765288325420391	0.114011420776156	0.193067026973787	-0.13980170780398	-0.0775704686082188	0.0104076746021986	-0.243552679832792	0.106195277902163	0.101878480828347	-0.0115923651437803
sp|P54922|ADPRH_HUMAN	-0.156654651124797	-0.441982813665232	-0.0825179641304048	0.143066020724899	0.212126576670978	0.170075974045438	0.244488788365656	-0.0359921894064021	-0.063570596699615	0.010960855219468	-0.111137586420082	0.163641378802331	0.188333948878256	0.323309324528318	-0.148178953126166	-0.139337148201693	-0.0534416164999245	-0.330204313440978	0.150802375031016	-0.00697761293932419	-0.0368097966117584
sp|P55001|MFAP2_HUMAN	-0.193484293976183	-0.490672583008701	0.0108107232304414	0.0917196527234374	-0.0753140353597486	0.235452377415069	0.269499136992144	-0.0108191281757152	-0.0526706382411078	0.215478788400355	0.0315766152996087	-0.0239600772699762	-0.123002852283791	0.382326839989919	-0.1712854148448	-0.0933166756208432	0.0322937810226908	-0.261413340975041	0.151986617204189	0.035216621054874	0.0395778864231652
sp|P55010|IF5_HUMAN	-0.0943976606580697	-0.290703986482472	-0.208333276703371	0.164975755953582	0.152427536013965	0.160128219923088	0.186957280848853	0.00322520907436041	-0.0769988621439724	0.00271978417402418	-0.045727847557188	0.0553398649529947	0.159427031085205	0.200466282713509	-0.0962255793385204	-0.134215027764842	0.0459361640362312	-0.231068178833771	0.0907381096349732	0.0371894232251995	-0.0818602421538003
sp|P55011|S12A2_HUMAN	-0.0605289326075155	-0.266687656947021	-0.0708739458208085	0.19855916593903	0.266466896296016	0.0587620075948042	0.159801484256234	-0.0772955264937438	-0.143132398731682	-0.0650710934853246	-0.205831248309659	0.145755947074271	0.0946205013058562	0.162030141691758	-0.171500825941043	-0.0371984379468839	0.103949203520979	-0.116627303807785	0.0424630613865567	0.101501384781012	-0.119162423755069
sp|P55036|PSMD4_HUMAN	-0.0992316320429079	-0.365659944698023	-0.13968107911045	0.26159887675816	0.267446495568253	0.102304767503397	0.161780047026053	-0.0550821290000706	-0.095703001149613	-0.0377724008548105	-0.143331231687245	0.286611236163644	0.0681566690901038	0.309596690099399	-0.150175898058298	-0.11865325260611	0.00259986625343716	-0.210024217036942	0.0352254563341534	-0.0102042454655399	-0.0698010730866084
sp|P55039|DRG2_HUMAN	-0.101620039581965	-0.332805311765872	-0.164855837702451	0.159682544422843	0.188121904472347	0.107728002784137	0.257105645308134	-0.0536852368790841	-0.0952973409274531	0.0356256698693507	0.0396562205514435	0.0708126903820287	0.109679276448608	0.214579668663612	-0.0451478622928299	-0.176978184644429	-0.0351647097296202	-0.245489965622275	0.059672964093948	0.104535515235355	-0.0961556130858488
sp|P55060|XPO2_HUMAN	-0.0190534360864764	-0.32123398557576	-0.104099640840125	0.274410792856481	0.265818839610663	0.109897773763255	0.151866990037883	-0.138233951711175	-0.1750911475555	-0.0442822344992603	-0.167199105387854	0.046661121058874	0.0877367372731692	0.172439147352597	-0.149107203530209	0.00141115541514089	0.124081603836863	-0.12843123393197	0.0872949348082765	0.0355196281738353	-0.110406785068731
sp|P55061|BI1_HUMAN	-0.119027515606053	-0.11805975724788	-0.133092732917676	0.126620670839234	0.101139774641275	0.0611894251754315	0.172198293194829	-0.0267414346024602	-0.00149427189385252	-0.0627324515828576	-0.0205431026655164	0.161403957276095	0.246601394270604	0.240521055478007	-0.0687192806814094	-0.235870896503647	0.0506336666770684	-0.224232996590487	-0.0840020553835399	0.0146348126865197	-0.0804265545636991
sp|P55072|TERA_HUMAN	-0.065777076192863	-0.329903539346906	-0.16254318051057	0.187467551844698	0.18278762082879	0.1143252335393	0.200963375513369	-0.0693081571174178	-0.0900948370749908	0.0320830085165746	-0.0857465365267475	0.0519576601737072	0.0809250221726105	0.171154356240391	-0.175724799733265	-0.08245374676562	0.105989428147418	-0.185301465748562	0.0976434364819326	0.072625568276899	-0.0510689227187733
sp|P55081|MFAP1_HUMAN	-0.0828575946675414	-0.280051354377315	-0.12425532436916	0.15588216803337	0.129108786291875	0.107354732356434	0.167815893323282	-0.000957784565762005	-0.0790798636506545	0.00704034162545844	-0.0289061896211365	0.494640686113541	-0.046586445412892	0.449300967403867	-0.392408508437816	0.108318225790367	-0.388212869882008	-0.178209752315913	0.0630629324647302	0.419460477832128	-0.500459523934877
sp|P55082|MFAP3_HUMAN	0.00814019045779381	-0.290098019443791	-0.00970418341234914	0.256577422638087	0.297031061935766	0.0680179266178898	-0.000882781417492572	-0.0690345424792167	-0.165476872197331	-0.0945702026993664	-0.335677277515882	0.047717881142969	0.0372142105762854	0.0494541223167872	-0.14772658661301	0.205754113220521	0.378025178962048	0.0660671059653563	-0.162091999523036	-0.0894211878761119	-0.0493155606559312
sp|P55083|MFAP4_HUMAN	-0.192333764807064	-0.519044140273763	-0.27012681427905	0.0325928470610842	-0.0289179523082154	0.301480775244044	0.37505101698344	0.0575998273551709	0.0613116430703238	0.182386561954016	0.139444868151627	0.288648631469263	0.344081744735675	0.364293182073282	0.0574670086663032	-0.507688799787073	-0.330357186392238	-0.551486442715435	0.0955168748480007	0.151596340793418	-0.0515162218428291
sp|P55084|ECHB_HUMAN	-0.0231706792822923	-0.34316176196801	-0.149758241296299	0.152248373548686	0.189203313400407	0.135822535604594	0.206916412154568	-0.036893375707619	-0.126019422884803	-0.00518715356924549	0.0201639229703472	0.0642751044993794	0.142038003435131	0.161261640057558	-0.0917238420348389	-0.140586527521759	0.000539150244008961	-0.283065364320244	0.103444412795602	0.106730041459495	-0.0830765415846874
sp|P55145|MANF_HUMAN	0.0770056705503274	-0.227346251133928	-0.122496639059639	0.271170469647603	0.269911285703583	0.1181838521634	0.152345841237573	-0.173974693297601	-0.212329858901729	-0.152469676909604	-0.332636875591607	0.0530907108677042	0.151792184540343	0.17259023927106	-0.266046664500694	0.00383469673949463	0.198844982388138	-0.0755657356214173	0.0832798868257503	0.0835300751975892	-0.0727135001163691
sp|P55196|AFAD_HUMAN	-0.0916702640313977	-0.347224286323821	-0.159904798144843	0.173723267962928	0.186206835878611	0.148936343494266	0.200602107744018	-0.0324381497324878	-0.0883734436756107	0.0101423868283238	-0.0486393752621219	0.072566659770724	0.115767731316214	0.204810567003286	-0.095544408350281	-0.133245281750997	0.0252374596917289	-0.244289216142227	0.0856829732198692	0.0639809436954969	-0.0463280531917002
sp|P55199|ELL_HUMAN	-0.14534211996696	-0.430861361760011	-0.127945814465475	0.117278354015986	0.152161173017199	0.166523576592143	0.219983446455867	-0.0284051372604189	0.00919282402884217	0.0674150593428174	0.0479790884750328	0.102430389890768	0.277870258577581	0.289061078839338	-0.0378423462687985	-0.253892130870168	-0.106354062505536	-0.505831631291362	0.122878683560168	0.0683475407910815	-0.00464686919810894
sp|P55201|BRPF1_HUMAN	-0.0611000305865431	-0.399113511180075	-0.0601106618478952	0.17109023052783	0.292007539191868	0.107307166421363	0.175732083356598	-0.0759137002512355	-0.115799905662575	-0.0340992099693453	0.738649142986829	-0.0540402574307076	-0.0490802556185377	0.14759372458541	0.0599532385380848	-0.198129888716552	-0.107669944107767	-0.418640161394005	0.0672326251868571	-0.0196063214781506	-0.166261902551469
sp|P55209|NP1L1_HUMAN	-0.112713406905423	-0.412249995376127	-0.140784577217902	0.345991046050035	0.403466907585075	0.170400270581675	0.18382869710886	-0.130950535757603	-0.0994469207515	-0.207541485317104	-0.273265388525292	0.0571852095155501	0.143597552168786	0.218684552655915	-0.277514528577745	-0.0423275304019449	0.099633652097524	-0.0779630624296616	0.093264424753881	0.054973301054431	0.00373181768854783
sp|P55210|CASP7_HUMAN	-0.0675168549107987	-0.265100329057549	-0.10447447935871	0.186775549195012	0.246185784286604	0.0380181489569959	0.120859599454651	-0.0987559502501254	-0.101130287057859	0.0451388187417685	-0.174333181245638	0.0885996824252626	0.190694880597657	0.197723770966045	-0.0820640398859689	-0.27465515456966	0.0628963540890713	-0.142929725283022	-0.0225302516260373	0.186804460384669	-0.0302067958523814
sp|P55211|CASP9_HUMAN	-0.0906720641600546	-0.27416097546311	-0.151985281101993	0.208349892756838	0.151239338585981	0.140848028743354	0.148226218533638	-0.0465642492690575	-0.0614930413361075	-0.0237878672894997	-0.153434606681872	0.0910256316723592	0.0813159785151064	0.3143460775125	-0.0725822945095124	-0.189032268017304	0.0454104139413003	-0.242755497847912	0.152323202498236	0.0695425613606693	-0.0961591984435759
sp|P55212|CASP6_HUMAN	-0.0992766932540762	-0.37601369188923	-0.189185501515952	0.196147006162026	0.142425974031997	0.158855357636333	0.234307066990209	-0.0345384439278927	-0.0655814134676799	0.0328603392342527	-0.0423884025475952	0.0683726504597837	0.10672281942701	0.181294634066422	-0.108397665625146	-0.15850218848659	0.0313055316260404	-0.242368647805282	0.142834103286749	0.0790720580363942	-0.057944892437792
sp|P55263|ADK_HUMAN	-0.0652818971782661	-0.337649200862543	-0.0644655058079707	0.255632763615555	0.308134478100592	0.154942380821665	0.147493414756464	-0.108148919113626	-0.166929218399249	-0.123728295932634	-0.141678189144098	0.205357012654174	0.0682905912706259	0.190712323676663	-0.137516101211458	-0.0479242355252932	0.0139711163553675	-0.175037223476779	0.0563101410463908	0.0508641534006022	-0.083349589046203
sp|P55265|DSRAD_HUMAN	-0.0882718951344144	-0.330129803768192	-0.0589202840900336	0.16658603054883	0.168504795939645	0.180490351630011	0.20401206107336	-0.0821107992453349	-0.117089005418408	-0.0430714515354781	-0.239011287301052	0.112926514272905	0.0256068810601196	0.22362639279355	-0.175518352692771	-0.0410928971321219	0.0630874883213372	-0.181537572506433	0.124305305036277	0.154737637346455	-0.0671301091982741
sp|P55283|CADH4_HUMAN	-0.0608039644962675	-0.377668278364363	-0.0888101078828029	0.178667613013576	0.195283058823463	0.107084700339132	0.201044728080217	-0.0685791466900729	-0.132305946353588	0.0460873435306949	-0.346523629817297	0.236308812840437	0.162426050228686	0.150343664273065	-0.412388073428172	0.0541012323998767	0.00822768250249279	-0.217945552214857	0.118772937267455	0.164255989404279	0.0824208865440281
sp|P55285|CADH6_HUMAN	-0.0615414277058587	-0.385423679249574	-0.0578774317804963	0.261582531197614	0.216988561853756	-0.0446956358962358	0.138091249186717	-0.0328938816361214	-0.14035367076953	0.106123384799719	0.0141806558742859	0.0445611083013167	0.0173197709437993	0.13316023452305	-0.253518261162912	0.0122783394152043	0.0902999009835088	-0.0927029465633847	0.118822496306156	-0.0444296993713626	-0.0399715992496677
sp|P55289|CAD12_HUMAN	-0.0303969920963439	-0.330117816130589	-0.00869029250770777	0.208226868887156	0.264852633274556	-0.0302035463841941	0.119086322498946	-0.137207364063076	-0.0200053420166215	-0.0355444714621372	0.383810300083937	0.147543523546846	0.121832484812436	0.178405191371123	-0.0644199812094538	-0.226405212896352	-0.0653133286230957	-0.219334024541868	-0.0339064111911404	-0.0445748390412151	-0.177637702311224
sp|P55327|TPD52_HUMAN	-0.07515345726949	-0.410602983234766	-0.155833454971546	0.257213100751408	0.262190340562509	0.174376519262468	0.188999549131391	-0.0999066731544939	-0.0687334915583207	-0.0725494495191756	-0.222074264176482	0.129887349878043	0.13849332197163	0.20255345523204	-0.21096672417776	-0.0844876440506129	0.0436888650021464	-0.18928137402816	0.123874382852426	0.0172411584518806	0.0510714730448416
sp|P55735|SEC13_HUMAN	-0.0695645397157083	-0.357076501667225	-0.171797084343425	0.113555904658729	0.228986865874415	0.140441579372504	0.167022253776313	-0.0282054695370827	-0.0604562645357213	0.0370932561171885	-0.177452797023721	0.0842077142696743	0.162814997137239	0.160016177573208	-0.179240290561799	-0.0930622290130625	0.135946980350588	-0.14328207732767	0.0805195845100187	0.0614383041731477	-0.0919063640876299
sp|P55769|NH2L1_HUMAN	0.00907309357655714	-0.325349534009673	-0.18735483937154	0.14148122968609	0.209044592168596	0.150691236850026	0.25861073270664	-0.079904551677243	-0.10211480758716	-0.0741771523423079	-0.264108477358685	0.134113936969509	0.105432027551688	0.189609348543313	-0.151706256508541	-0.077611590632383	0.0449529097696155	-0.151658512969963	0.113281024081529	0.126273359744529	-0.0685777691906198
sp|P55786|PSA_HUMAN	-0.109876090902971	-0.384010809366175	-0.183009076742315	0.207438407964478	0.180933726572678	0.137012228568878	0.219194677270074	-0.0244085248995332	-0.0900251585371193	0.0467506200719889	-0.0601716642167492	0.116455197320701	0.130003368093022	0.221909668104017	-0.11940811451003	-0.175103296086059	-0.0159972445954585	-0.248321827360345	0.119771058050946	0.10265567874783	-0.0717928235478822
sp|P55789|ALR_HUMAN	-0.0694615708002279	-0.36312606717842	-0.101696446311894	0.264853008626111	0.242501163195151	0.13523632907094	0.148389706588272	-0.0354297299137281	-0.129669744817871	-0.0915966484583448	-0.154359213378619	0.0313645355936317	0.155849932097517	0.11964724537213	-0.104429874000662	-0.137124966903739	0.0171566636005482	-0.220996648282535	0.125295528580455	0.213051119690821	-0.0454543223695557
sp|P55795|HNRH2_HUMAN	-0.0240841888909793	-0.31999366222795	-0.0564738598612327	0.115892187041451	0.230868543091703	0.0813244771646438	0.137110058522275	-0.0840903607778886	-0.0573086274021557	-0.0232445666598792	-0.0512265306642538	0.135407788359516	0.121324453535247	0.118894783994799	-0.18736132513213	0.00784141084642142	0.0106861806250857	-0.183962866332381	0.0683713439850907	0.0610714258817778	-0.101046665099178
sp|P55809|SCOT1_HUMAN	0.0258030855143829	-0.340175922287939	-0.107945565850109	0.170260985780661	0.249674673472487	0.105604950103213	0.242952142268806	-0.122872294629019	-0.0946044883766172	-0.12869756599588	-0.119646865693737	0.0503913403196249	0.153051032174219	0.150378854547082	-0.185273538754786	-0.0585639155085719	0.104631103850512	-0.165567802043939	0.0740430643588015	0.0966509563523356	-0.100094229601549
sp|P55854|SUMO3_HUMAN	-0.0630279749351162	-0.305835767236393	-0.164060622584431	0.222486224216038	0.211740914950909	0.061789566321223	0.161020109735705	-0.0878536897339973	-0.0559897610685515	0.0197310003345995	-0.209762205418722	0.0435904585900636	0.0775371232669605	0.229308893673921	-0.163053006340369	-0.0983150751708511	0.0538941839434392	-0.0752577128730295	0.0820369623253669	0.122567276715119	-0.0625468987119058
sp|P55884|EIF3B_HUMAN	-0.056423750017369	-0.402558434503616	-0.0581880525600509	0.227033535367493	0.220250198926964	0.117552761171079	0.202083805639968	-0.0824790062200931	-0.142981615368807	-0.0242894424355819	-0.098139965197615	0.0861282758462224	0.129583513501235	0.142259274067423	-0.236151839130132	-0.0285600542752163	0.0419417316687552	-0.164121974670327	0.126983803456678	0.0537162611049002	-0.0536390263719296
sp|P55899|FCGRN_HUMAN	0.0544423595258838	-0.36013093904322	-0.0558085073931928	0.107386435475042	0.258372017330508	0.086458504813957	0.212759343229382	-0.139051498487223	-0.111765093191842	-0.0526626222593085	0.20034741850671	0.148217257999846	0.109873569745496	0.150412281496463	-0.163884273506502	-0.0672883492289636	-0.0411747186372093	-0.310851859111817	0.0549260269277844	0.0972461420218412	-0.177823496213656
sp|P55957|BID_HUMAN	0.0604863454870612	-0.117825645886569	-0.249505772912631	0.0294522802831099	0.311785362847972	-0.0292900062985874	0.0614513512192669	-0.0239770340049424	-0.0780706585799284	0.0354937778452352	0.159483385594828	-0.0558745356123574	-0.0388030894981638	0.210560407567879	0.0645358477489157	-0.18459178590288	0.16710096508792	-0.172116599198536	0.0221012503161434	-0.0662118011696176	-0.106184044934137
sp|P56134|ATPK_HUMAN	-0.0251621303793433	-0.372103894585836	-0.158199385617678	0.204589031982777	0.214376670081108	0.0331158400054691	0.259983512303532	-0.100260406781959	-0.0829955121596661	0.0266562751515835	-0.19849645802901	0.0640926704533174	0.17017853315624	0.109699708689891	-0.137183150461613	-0.100427024133318	0.123505110393226	-0.143295026117642	0.0391001574956024	0.171483833744491	-0.0986583551911897
sp|P56179|DLX6_HUMAN	-0.0456254631488499	-0.480122526183329	-0.233709217472441	0.127729187779668	0.230059723184251	0.201489215970378	0.265637879857273	0.0208410397672958	-0.116003368749992	0.0297035289957348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P56181|NDUV3_HUMAN	0.00964224530750472	-0.369879821369542	-0.131367759680224	0.226827650916687	0.192990389189187	0.0693666274563633	0.181010350547016	-0.0252823602623924	-0.0574712435368219	-0.0958360785677899	-0.022949487696464	-0.00935795436306044	0.113273673178817	0.203961487357565	-0.113955684006634	-0.177658621712566	0.145645508977599	-0.205772154392285	0.0742696945614714	0.0766976263491943	-0.0841540882536416
sp|P56182|RRP1_HUMAN	-0.0396858583401617	-0.349794909746266	-0.143239570889004	0.186866308410208	0.184466933410718	0.0619975042953986	0.203313372063303	-0.0379769361539906	-0.0895705700405087	0.0236237269902928	0.0494459986222144	0.101357406350842	0.0728050771733219	0.160414633746128	-0.16358836839396	-0.0426989360256198	0.0330283545638996	-0.226853400522553	0.0471406366189188	0.0937276010095962	-0.124779003142795
sp|P56192|SYMC_HUMAN	-0.0662748952802347	-0.36535805675457	-0.113636699314382	0.1630223097053	0.211762193495366	0.164615113325494	0.238489652263145	-0.0787370725138102	-0.114016140351061	-0.0398664045752605	-0.0926573648050521	0.0619264113024781	0.0967197966175079	0.160974510423312	-0.111606441276025	-0.0793214894263813	0.012626465211981	-0.229162047039888	0.111884901535351	0.119818414854316	-0.0512031573976089
sp|P56199|ITA1_HUMAN	-0.0695224902795574	-0.344681075781122	-0.093474641446846	0.201819014247302	0.167872464995116	0.186022680149776	0.146935013451027	-0.0509193452250909	-0.141322305957051	-0.00272931415356771	-0.154351172343724	0.130294862383749	0.174453307246419	0.221517619188376	-0.139541283493981	-0.0856531108062566	0.0160594414987082	-0.258159385379415	0.0739464144487304	0.0675656180054671	-0.0461323107480789
sp|P56211|ARP19_HUMAN	0.00344189069866203	-0.169446968570584	-0.264695827606077	0.344981609301325	0.309044239145883	0.0753788644452756	0.0948979793843729	-0.154511573507711	-0.206077687472352	-0.0330125258188087	-0.142440389670857	0.0301246173703369	0.0865257866468173	0.167511484446037	-0.227506317708587	-0.0048762300881866	0.161056385125656	-0.0888223605702269	0.0240268297346385	0.0707668083320569	-0.0763666136176941
sp|P56270|MAZ_HUMAN	0.0177423676499578	-0.283950180658532	-0.0817559575107431	0.12219413341178	0.144318088528322	0.0701882427277091	0.105779626763844	-0.124610378804056	-0.0647206568742742	0.0948147147659783	-0.105446462171258	-0.0496728381461871	-0.0292590769529111	0.174941504997546	-0.0396127133536303	-0.0219781748172468	0.227762462187053	-0.000563001663339763	-0.014479490068262	-0.00879640855714639	-0.132895801454625
sp|P56277|CMC4_HUMAN	-0.051385880587956	-0.156545155938594	-0.212688029664445	0.199288044654025	0.241297573676398	0.149933728044018	0.121255455312853	-0.0296439479593906	-0.118201166998656	-0.143310620538264	-0.09608037835849	0.0544627072891095	0.288933904240232	0.0879545856517457	-0.158768012203581	-0.208537505993419	0.0636669117622951	-0.229362927299298	0.208961825796945	-0.0535125660068024	0.0422814551212568
sp|P56282|DPOE2_HUMAN	0.00596905539246905	-0.27870994119194	-0.0687711876045138	0.221179534319997	0.272681240799535	-0.0185605211398028	0.319383637671663	-0.140759168879823	-0.252886348118952	-0.0595263012486464	0.0176586505841887	-0.0340658341517604	0.0401437838678008	0.188635549658899	-0.150838007022662	0.074389374760517	0.0679867989209599	-0.0718573222249086	-0.0620297325672029	0.046905103423144	-0.116928365248982
sp|P56377|AP1S2_HUMAN	-0.0808095922457842	-0.421281244017191	-0.118215750053708	0.119278923135679	0.187373266100999	0.206615154944754	0.205805297417835	-0.0200505720170582	-0.120037639824504	0.0413221565589669	-0.109628512523172	0.120251507565512	0.20827123927924	0.24534381687515	-0.183776270570816	-0.162475267032738	-0.0715256789692431	-0.37808070078314	0.198141485782945	0.227162005740254	-0.0936836253639959
sp|P56378|ATP68_HUMAN	0.0091404042938829	-0.357214815504744	-0.175102520158535	0.159595013054682	0.153480555788966	0.0136158015215988	0.261463068077595	0.0281077483669208	-0.125781906020125	0.0326966505797441	-0.140859164086269	0.0314828925846908	0.155440976539578	0.134437706072326	-0.123360493947232	-0.0672519470808803	0.0565457203829344	-0.237022933945282	0.110577104321601	0.118996999228447	-0.0389868600699199
sp|P56381|ATP5E_HUMAN	-0.139826517797027	-0.283919468955154	-0.234107861759584	0.285252452399603	0.0350396661754743	0.296849901886448	0.218207180044227	0.0307088926963102	-0.183574767604306	-0.0246294770860048	-0.23168014063387	0.117590286933609	0.116096742484285	0.188122067135123	-0.291912653084767	-0.0264374980751483	0.0348712103847148	-0.175453539639655	0.204777612564068	0.0908428268063343	-0.0268169148747006
sp|P56385|ATP5I_HUMAN	0.129779186274754	-0.351241128385234	-0.0762617324047595	-0.0168055109627665	0.299222636161717	-0.0549109144717977	0.338886703979722	-0.189607833887348	0.0202073922138608	-0.0992687985181614	-0.317879528495768	0.316348772356225	-0.173989790316912	0.42559759990953	-0.417692413049705	0.0855381444662658	-0.0373948275929823	0.108287611938796	-0.0786430192112513	0.331346212633317	-0.241518762637523
